fault_id,fault,s1_detected,s1_detecting_vectors,s1_first_detected,s1_po_mismatches,s2b_detected,s2b_detecting_vectors,s2b_first_detected,s2b_po_mismatches,detection_improved,detection_lost,detecting_vector_change,po_mismatch_change
741,678->765/SA1,True,247,2.0,282,True,232,2.0,253,False,False,-15,-29
742,678/SA0,True,57,21.0,74,True,57,9.0,79,False,False,0,5
743,678/SA1,True,461,1.0,633,True,471,2.0,591,False,False,10,-42
744,68->284/SA1,True,1,381.0,3,False,0,,0,False,True,-1,-3
745,68->285/SA1,True,10,32.0,10,True,20,33.0,20,False,False,10,10
746,68->286/SA1,True,1,381.0,1,True,9,123.0,9,False,False,8,8
747,68/SA0,True,19,16.0,24,True,16,111.0,21,False,False,-3,-3
748,68/SA1,True,10,32.0,14,True,24,33.0,29,False,False,14,15
749,682->742/SA1,True,124,1.0,124,True,133,6.0,133,False,False,9,9
750,682->834/SA0,True,64,66.0,64,True,65,3.0,65,False,False,1,1
751,682->835/SA1,True,41,20.0,41,True,36,1.0,36,False,False,-5,-5
752,682/SA0,True,211,2.0,211,True,223,2.0,223,False,False,12,12
753,682/SA1,True,191,1.0,191,True,197,6.0,197,False,False,6,6
754,686/SA1,True,48,56.0,48,True,38,15.0,38,False,False,-10,-10
755,687->746/SA1,True,186,1.0,186,True,179,7.0,179,False,False,-7,-7
756,687->764/SA1,True,88,51.0,88,True,81,3.0,81,False,False,-7,-7
757,687->766/SA1,True,119,2.0,136,True,118,2.0,129,False,False,-1,-7
758,687/SA0,True,52,13.0,60,True,51,17.0,69,False,False,-1,9
759,687/SA1,True,421,1.0,578,True,430,2.0,560,False,False,9,-18
760,692->745/SA1,True,121,1.0,121,True,125,6.0,125,False,False,4,4
761,692->806/SA0,True,51,61.0,51,True,49,3.0,49,False,False,-2,-2
762,692->807/SA1,True,51,75.0,51,True,53,32.0,53,False,False,2,2
763,692/SA0,True,194,8.0,194,True,212,2.0,212,False,False,18,18
764,692/SA1,True,197,1.0,197,True,195,6.0,195,False,False,-2,-2
765,696/SA1,True,40,10.0,40,True,42,22.0,42,False,False,2,2
766,697->749/SA1,True,170,6.0,170,True,166,7.0,166,False,False,-4,-4
767,697/SA0,True,49,47.0,69,True,45,118.0,63,False,False,-4,-6
768,697/SA1,True,379,1.0,508,True,386,2.0,501,False,False,7,-7
769,700->748/SA1,True,128,9.0,128,True,121,10.0,121,False,False,-7,-7
770,700->788/SA0,True,52,58.0,52,True,52,3.0,52,False,False,0,0
771,700->789/SA1,True,43,60.0,43,True,47,13.0,47,False,False,4,4
772,700/SA0,True,197,11.0,197,True,222,2.0,222,False,False,25,25
773,700/SA1,True,190,9.0,190,True,201,10.0,201,False,False,11,11
774,704/SA1,True,39,65.0,39,True,49,74.0,49,False,False,10,10
775,705->752/SA1,True,131,5.0,131,True,119,15.0,119,False,False,-12,-12
776,705/SA0,True,38,40.0,45,True,38,33.0,55,False,False,0,10
777,705/SA1,True,331,1.0,448,True,342,2.0,433,False,False,11,-15
778,708->751/SA1,True,87,9.0,87,True,101,6.0,101,False,False,14,14
779,708->790/SA0,True,43,58.0,43,True,47,27.0,47,False,False,4,4
780,708->791/SA1,True,36,1.0,36,True,33,2.0,33,False,False,-3,-3
781,708/SA0,True,156,11.0,156,True,175,15.0,175,False,False,19,19
782,708/SA1,True,134,9.0,134,True,143,6.0,143,False,False,9,9
783,712/SA1,True,144,7.0,144,True,131,7.0,131,False,False,-13,-13
784,713->755/SA1,True,125,7.0,125,True,121,14.0,121,False,False,-4,-4
785,713->762/SA1,True,106,32.0,147,True,132,3.0,182,False,False,26,35
786,713/SA0,True,39,1.0,46,True,28,4.0,37,False,False,-11,-9
787,713/SA1,True,283,7.0,381,True,309,3.0,418,False,False,26,37
788,717->754/SA1,True,85,16.0,85,True,74,16.0,74,False,False,-11,-11
789,717->792/SA0,True,39,13.0,39,True,37,11.0,37,False,False,-2,-2
790,717->793/SA1,True,40,40.0,40,True,37,13.0,37,False,False,-3,-3
791,717/SA0,True,151,3.0,151,True,173,6.0,173,False,False,22,22
792,717/SA1,True,143,16.0,143,True,133,13.0,133,False,False,-10,-10
793,72/SA1,True,2,418.0,5,False,0,,0,False,True,-2,-5
794,721/SA1,True,109,10.0,109,True,127,7.0,127,False,False,18,18
795,722->760/SA1,True,133,3.0,133,True,128,3.0,128,False,False,-5,-5
796,722->761/SA1,True,46,9.0,46,True,57,20.0,57,False,False,11,11
797,722->763/SA1,True,47,41.0,60,True,68,3.0,95,False,False,21,35
798,722/SA0,True,38,21.0,41,True,31,21.0,45,False,False,-7,4
799,722/SA1,True,285,3.0,354,True,295,3.0,384,False,False,10,30
800,727->757/SA0,True,31,44.0,31,True,31,43.0,31,False,False,0,0
801,727->758/SA1,True,51,19.0,51,True,58,11.0,58,False,False,7,7
802,727->759/SA1,True,95,2.0,95,True,82,1.0,82,False,False,-13,-13
803,727/SA0,True,158,9.0,158,True,152,10.0,152,False,False,-6,-6
804,727/SA1,True,145,2.0,145,True,138,1.0,138,False,False,-7,-7
805,73/SA1,False,0,,0,True,1,783.0,1,True,False,1,1
806,731/SA1,True,127,6.0,127,True,152,7.0,152,False,False,25,25
807,732/SA0,True,115,13.0,115,True,104,11.0,104,False,False,-11,-11
808,732/SA1,True,37,8.0,37,True,39,28.0,39,False,False,2,2
809,733/SA0,True,109,9.0,109,True,115,20.0,115,False,False,6,6
810,733/SA1,True,17,147.0,17,True,19,34.0,19,False,False,2,2
811,734/SA0,True,230,1.0,317,True,239,2.0,314,False,False,9,-3
812,734/SA1,True,16,8.0,21,True,25,35.0,30,False,False,9,9
813,735/SA0,True,733,2.0,733,True,735,2.0,735,False,False,2,2
814,735/SA1,True,72,10.0,72,True,80,1.0,80,False,False,8,8
815,736/SA0,True,97,1.0,97,True,87,5.0,87,False,False,-10,-10
816,737/SA0,True,22,24.0,22,True,20,76.0,20,False,False,-2,-2
817,738/SA0,True,477,2.0,545,True,493,2.0,559,False,False,16,14
818,738/SA1,True,52,1.0,57,True,37,13.0,39,False,False,-15,-18
819,739/SA0,True,94,2.0,94,True,104,21.0,104,False,False,10,10
820,74/SA1,True,11,144.0,11,True,4,243.0,4,False,False,-7,-7
821,740/SA0,True,28,11.0,28,True,14,23.0,14,False,False,-14,-14
822,741/SA0,True,177,19.0,177,True,169,3.0,169,False,False,-8,-8
823,741/SA1,True,23,153.0,23,True,12,58.0,12,False,False,-11,-11
824,742/SA0,True,105,2.0,105,True,97,5.0,97,False,False,-8,-8
825,743/SA0,True,25,21.0,25,True,29,9.0,29,False,False,4,4
826,744/SA0,True,168,1.0,168,True,171,3.0,171,False,False,3,3
827,744/SA1,True,14,20.0,14,True,15,22.0,15,False,False,1,1
828,745/SA0,True,100,73.0,100,True,95,10.0,95,False,False,-5,-5
829,746/SA0,True,27,21.0,27,True,30,17.0,30,False,False,3,3
830,747/SA0,True,247,1.0,338,True,252,2.0,335,False,False,5,-3
831,747/SA1,True,30,127.0,42,True,29,211.0,42,False,False,-1,0
832,748/SA0,True,96,11.0,96,True,104,6.0,104,False,False,8,8
833,749/SA0,True,27,47.0,27,True,21,118.0,21,False,False,-6,-6
834,75->287/SA1,True,3,114.0,6,True,5,88.0,11,False,False,2,5
835,75->290/SA1,True,127,2.0,127,True,131,9.0,131,False,False,4,4
836,75->293/SA1,True,138,9.0,138,True,133,13.0,133,False,False,-5,-5
837,75->294/SA1,True,3,755.0,5,True,9,37.0,19,False,False,6,14
838,75/SA0,True,228,7.0,282,True,227,2.0,282,False,False,-1,0
839,75/SA1,True,236,2.0,276,True,232,9.0,294,False,False,-4,18
840,750/SA1,True,26,40.0,31,True,25,33.0,34,False,False,-1,3
841,751/SA0,True,79,11.0,79,True,82,16.0,82,False,False,3,3
842,752/SA0,True,14,93.0,14,True,21,72.0,21,False,False,7,7
843,753/SA1,True,9,1.0,9,True,12,4.0,12,False,False,3,3
844,754/SA0,True,79,3.0,79,True,88,6.0,88,False,False,9,9
845,755/SA0,True,20,6.0,20,True,11,110.0,11,False,False,-9,-9
846,756/SA1,True,12,40.0,12,True,12,58.0,12,False,False,0,0
847,757/SA0,True,59,33.0,59,True,52,1.0,52,False,False,-7,-7
848,757/SA1,True,82,19.0,82,True,89,11.0,89,False,False,7,7
849,758/SA0,True,28,28.0,28,True,29,15.0,29,False,False,1,1
850,759/SA0,True,94,11.0,94,True,72,10.0,72,False,False,-22,-22
851,760/SA0,True,15,21.0,15,True,14,21.0,14,False,False,-1,-1
852,761/SA1,True,7,237.0,7,True,7,151.0,7,False,False,0,0
853,762/SA1,True,16,60.0,17,True,10,31.0,14,False,False,-6,-3
854,763/SA1,True,7,216.0,7,True,8,137.0,12,False,False,1,5
855,764/SA1,True,5,34.0,5,True,8,188.0,8,False,False,3,3
856,765/SA1,True,22,29.0,26,True,34,9.0,38,False,False,12,12
857,766/SA1,True,13,13.0,14,True,14,64.0,16,False,False,1,2
858,767/SA0,False,0,,0,False,0,,0,False,False,0,0
859,767/SA1,False,0,,0,False,0,,0,False,False,0,0
860,768/SA0,False,0,,0,False,0,,0,False,False,0,0
861,768/SA1,False,0,,0,False,0,,0,False,False,0,0
862,769/SA1,True,119,1.0,119,True,107,5.0,107,False,False,-12,-12
863,770/SA1,True,122,2.0,122,True,118,21.0,118,False,False,-4,-4
864,771/SA1,True,130,2.0,130,True,126,5.0,126,False,False,-4,-4
865,772/SA1,True,127,21.0,127,True,125,10.0,125,False,False,-2,-2
866,773->788/SA0,True,43,60.0,43,True,47,13.0,47,False,False,4,4
867,773->789/SA1,True,52,58.0,52,True,52,3.0,52,False,False,0,0
868,773->795/SA1,True,125,1.0,168,True,126,2.0,161,False,False,1,-7
869,773/SA0,True,108,8.0,136,True,121,13.0,164,False,False,13,28
870,777/SA1,True,123,11.0,123,True,125,6.0,125,False,False,2,2
871,778->790/SA0,True,36,1.0,36,True,33,2.0,33,False,False,-3,-3
872,778->791/SA1,True,43,58.0,43,True,47,27.0,47,False,False,4,4
873,778/SA0,True,52,1.0,52,True,57,2.0,57,False,False,5,5
874,781/SA1,True,93,11.0,93,True,103,16.0,103,False,False,10,10
875,782->792/SA0,True,40,40.0,40,True,37,13.0,37,False,False,-3,-3
876,782->793/SA1,True,39,13.0,39,True,37,11.0,37,False,False,-2,-2
877,782/SA0,True,60,8.0,60,True,64,13.0,64,False,False,4,4
878,785/SA1,True,99,3.0,99,True,99,6.0,99,False,False,0,0
879,786/SA1,True,87,28.0,87,True,81,1.0,81,False,False,-6,-6
880,787/SA1,True,109,11.0,109,True,86,10.0,86,False,False,-23,-23
881,788/SA0,True,97,9.0,97,True,101,11.0,101,False,False,4,4
882,788/SA1,True,95,58.0,95,True,99,3.0,99,False,False,4,4
883,789/SA0,True,24,28.0,24,True,21,15.0,21,False,False,-3,-3
884,790/SA0,True,66,9.0,66,True,68,20.0,68,False,False,2,2
885,790/SA1,True,79,1.0,79,True,80,2.0,80,False,False,1,1
886,791/SA0,True,16,61.0,16,True,24,15.0,24,False,False,8,8
887,792/SA0,True,76,16.0,76,True,67,22.0,67,False,False,-9,-9
888,792/SA1,True,79,13.0,79,True,74,11.0,74,False,False,-5,-5
889,793/SA0,True,20,8.0,20,True,27,64.0,27,False,False,7,7
890,795/SA1,True,58,8.0,69,True,67,32.0,96,False,False,9,27
891,796->806/SA0,True,51,75.0,51,True,53,32.0,53,False,False,2,2
892,796->807/SA1,True,51,61.0,51,True,49,3.0,49,False,False,-2,-2
893,796->812/SA1,True,69,32.0,69,True,88,3.0,88,False,False,19,19
894,796->813/SA1,True,40,51.0,40,True,43,3.0,43,False,False,3,3
895,796->814/SA1,True,62,15.0,72,True,59,2.0,64,False,False,-3,-8
896,796/SA0,True,117,8.0,146,True,127,21.0,180,False,False,10,34
897,8->269/SA1,True,65,9.0,65,True,58,12.0,58,False,False,-7,-7
898,8->279/SA1,True,37,9.0,79,True,44,15.0,98,False,False,7,19
899,8->280/SA1,True,26,28.0,29,True,16,146.0,20,False,False,-10,-9
900,8->309/SA1,True,196,8.0,237,True,169,15.0,202,False,False,-27,-35
901,8/SA0,True,251,10.0,384,True,242,1.0,383,False,False,-9,-1
902,8/SA1,True,259,8.0,394,True,233,12.0,370,False,False,-26,-24
903,80->287/SA1,True,3,169.0,4,True,2,139.0,4,False,False,-1,0
904,80->291/SA1,True,128,11.0,128,True,115,3.0,115,False,False,-13,-13
905,80->293/SA1,True,142,4.0,142,True,117,1.0,117,False,False,-25,-25
906,80->295/SA1,True,139,11.0,139,True,132,3.0,132,False,False,-7,-7
907,80/SA0,True,266,7.0,411,True,266,2.0,400,False,False,0,-11
908,80/SA1,True,266,4.0,413,True,236,1.0,368,False,False,-30,-45
909,802/SA1,True,121,9.0,121,True,122,11.0,122,False,False,1,1
910,803/SA1,True,82,9.0,82,True,92,15.0,92,False,False,10,10
911,804/SA1,True,96,8.0,96,True,94,22.0,94,False,False,-2,-2
912,805/SA1,True,198,4.0,198,True,198,11.0,198,False,False,0,0
913,806/SA0,True,106,1.0,106,True,91,42.0,91,False,False,-15,-15
914,806/SA1,True,102,61.0,102,True,102,3.0,102,False,False,0,0
915,807/SA0,True,19,8.0,19,True,31,31.0,31,False,False,12,12
916,811/SA0,True,760,1.0,760,True,743,2.0,743,False,False,-17,-17
917,812/SA1,True,31,28.0,31,True,38,31.0,38,False,False,7,7
918,813/SA1,True,21,147.0,21,True,22,31.0,22,False,False,1,1
919,814/SA1,True,21,43.0,24,True,31,21.0,36,False,False,10,12
920,815->830/SA0,True,34,20.0,34,True,25,21.0,25,False,False,-9,-9
921,815->831/SA1,True,68,61.0,68,True,66,3.0,66,False,False,-2,-2
922,815->841/SA1,True,369,2.0,369,True,388,2.0,388,False,False,19,19
923,815/SA0,True,180,1.0,198,True,176,8.0,197,False,False,-4,-1
924,819->832/SA0,True,44,34.0,44,True,36,58.0,36,False,False,-8,-8
925,819->833/SA1,True,74,28.0,74,True,46,33.0,46,False,False,-28,-28
926,819/SA0,True,68,34.0,68,True,64,31.0,64,False,False,-4,-4
927,822->834/SA0,True,41,20.0,41,True,36,1.0,36,False,False,-5,-5
928,822->835/SA1,True,64,66.0,64,True,65,3.0,65,False,False,1,1
929,822/SA0,True,53,20.0,53,True,65,1.0,65,False,False,12,12
930,825/SA1,True,125,1.0,125,True,122,31.0,122,False,False,-3,-3
931,826/SA1,True,255,2.0,255,True,242,3.0,242,False,False,-13,-13
932,827/SA1,True,194,1.0,194,True,193,2.0,193,False,False,-1,-1
933,828/SA1,True,209,13.0,209,True,188,1.0,188,False,False,-21,-21
934,830/SA0,True,108,8.0,108,True,105,20.0,105,False,False,-3,-3
935,830/SA1,True,102,20.0,102,True,91,3.0,91,False,False,-11,-11
936,831/SA0,True,18,13.0,18,True,21,13.0,21,False,False,3,3
937,832/SA0,True,103,19.0,103,True,123,3.0,123,False,False,20,20
938,832/SA1,True,118,28.0,118,True,82,33.0,82,False,False,-36,-36
939,833/SA0,True,24,72.0,24,True,28,31.0,28,False,False,4,4
940,834/SA0,True,104,1.0,104,True,106,27.0,106,False,False,2,2
941,834/SA1,True,105,20.0,105,True,101,1.0,101,False,False,-4,-4
942,835/SA0,True,12,147.0,12,True,29,31.0,29,False,False,17,17
943,837/SA0,True,674,1.0,674,True,649,1.0,649,False,False,-25,-25
944,838/SA0,True,770,1.0,770,True,745,1.0,745,False,False,-25,-25
945,839/SA0,True,770,1.0,770,True,751,1.0,751,False,False,-19,-19
946,841/SA1,True,146,1.0,146,True,151,8.0,151,False,False,5,5
947,842/SA1,True,126,8.0,126,True,126,13.0,126,False,False,0,0
948,843/SA1,True,127,19.0,127,True,151,3.0,151,False,False,24,24
949,844/SA1,True,116,1.0,116,True,135,27.0,135,False,False,19,19
950,845/SA1,True,268,2.0,268,True,242,1.0,242,False,False,-26,-26
951,849/SA1,True,291,1.0,291,True,289,1.0,289,False,False,-2,-2
952,85/SA1,True,277,1.0,277,True,257,4.0,257,False,False,-20,-20
953,850/SA0,False,0,,0,False,0,,0,False,False,0,0
954,850/SA1,False,0,,0,False,0,,0,False,False,0,0
955,854/SA0,True,686,2.0,686,True,646,1.0,646,False,False,-40,-40
956,859/SA1,True,263,3.0,263,True,243,1.0,243,False,False,-20,-20
957,86/SA1,True,253,3.0,253,True,278,1.0,278,False,False,25,25
958,860/SA1,True,275,3.0,275,True,237,11.0,237,False,False,-38,-38
959,861/SA1,True,266,6.0,266,True,263,1.0,263,False,False,-3,-3
960,863/SA0,False,0,,0,False,0,,0,False,False,0,0
961,863/SA1,False,0,,0,False,0,,0,False,False,0,0
962,864/SA0,False,0,,0,False,0,,0,False,False,0,0
963,864/SA1,False,0,,0,False,0,,0,False,False,0,0
964,865/SA0,False,0,,0,False,0,,0,False,False,0,0
965,865/SA1,False,0,,0,False,0,,0,False,False,0,0
966,866/SA0,False,0,,0,False,0,,0,False,False,0,0
967,866/SA1,False,0,,0,False,0,,0,False,False,0,0
968,867/SA0,True,680,1.0,680,True,650,1.0,650,False,False,-30,-30
969,868/SA0,True,675,1.0,675,True,623,1.0,623,False,False,-52,-52
970,869/SA0,True,686,2.0,686,True,651,1.0,651,False,False,-35,-35
971,87/SA0,True,188,1.0,236,True,183,11.0,250,False,False,-5,14
972,874/SA0,False,0,,0,False,0,,0,False,False,0,0
973,874/SA1,False,0,,0,False,0,,0,False,False,0,0
974,878/SA0,False,0,,0,False,0,,0,False,False,0,0
975,878/SA1,False,0,,0,False,0,,0,False,False,0,0
976,879/SA0,False,0,,0,False,0,,0,False,False,0,0
977,879/SA1,False,0,,0,False,0,,0,False,False,0,0
978,88/SA0,True,193,5.0,254,True,173,5.0,234,False,False,-20,-20
979,880/SA0,False,0,,0,False,0,,0,False,False,0,0
980,880/SA1,False,0,,0,False,0,,0,False,False,0,0
981,89/SA1,True,408,1.0,408,True,349,4.0,349,False,False,-59,-59
982,90/SA1,True,398,3.0,398,True,379,3.0,379,False,False,-19,-19
983,91->301/SA1,True,240,6.0,240,True,268,3.0,268,False,False,28,28
984,91->302/SA0,True,282,9.0,282,True,245,5.0,245,False,False,-37,-37
985,91->332/SA1,True,120,4.0,120,True,129,6.0,129,False,False,9,9
986,91->502/SA1,True,12,39.0,15,True,14,49.0,17,False,False,2,2
987,91/SA0,True,536,1.0,685,True,494,2.0,629,False,False,-42,-56
988,91/SA1,True,488,2.0,623,True,530,1.0,676,False,False,42,53
989,96->301/SA1,True,282,9.0,282,True,245,5.0,245,False,False,-37,-37
990,96->302/SA0,True,240,6.0,240,True,268,3.0,268,False,False,28,28
991,96->333/SA1,True,118,4.0,118,True,109,6.0,109,False,False,-9,-9
992,96->504/SA1,True,11,144.0,11,True,9,33.0,13,False,False,-2,2
993,96/SA0,True,494,1.0,627,True,517,2.0,660,False,False,23,33
994,96/SA1,True,530,2.0,659,True,507,1.0,629,False,False,-23,-30
