fault_id,fault,fault_type,source,location,is_branch,detected,detecting_vector_count,first_detecting_vector,total_po_mismatches,PO_388,PO_389,PO_390,PO_391,PO_418,PO_419,PO_420,PO_421,PO_422,PO_423,PO_446,PO_447,PO_448,PO_449,PO_450,PO_767,PO_768,PO_850,PO_863,PO_864,PO_865,PO_866,PO_874,PO_878,PO_879,PO_880
339,338/SA1,SA1,338,338,False,True,273,12.0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0
340,340/SA0,SA0,340,340,False,True,82,18.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
341,340/SA1,SA1,340,340,False,True,281,1.0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0
342,343/SA0,SA0,343,343,False,True,47,12.0,47,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,343/SA1,SA1,343,343,False,True,8,44.0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,344/SA0,SA0,344,344,False,True,977,1.0,977,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,344/SA1,SA1,344,344,False,True,47,12.0,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,345/SA0,SA0,345,345,False,True,373,2.0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,49,52,44,194,87,95,102,99
347,345/SA1,SA1,345,345,False,True,53,15.0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,12,7,23,10,14,8,13
348,346/SA0,SA0,346,346,False,True,893,1.0,893,0,0,0,0,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,346/SA1,SA1,346,346,False,True,131,12.0,131,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,348/SA1,SA1,348,348,False,True,178,7.0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,51,35,37,0,62,39,41,45
351,349/SA0,SA0,349,349,False,True,1010,1.0,1010,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0
352,350/SA0,SA0,350,350,False,True,1017,1.0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0,0,0,0,0,0,0,0,0,0,0,0
353,355/SA0,SA0,355,355,False,True,624,1.0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0
354,355/SA1,SA1,355,355,False,True,400,3.0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0
355,356/SA0,SA0,356,356,False,True,370,5.0,370,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,356/SA1,SA1,356,356,False,True,654,1.0,654,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,357->406/SA1,SA1,357,406,True,True,256,3.0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0
358,357/SA0,SA0,357,357,False,True,511,1.0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0
359,36->273/SA1,SA1,36,273,True,True,7,53.0,14,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,36->291/SA1,SA1,36,291,True,True,146,14.0,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,36->292/SA1,SA1,36,292,True,True,130,14.0,130,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,36->295/SA1,SA1,36,295,True,True,140,2.0,140,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,36->296/SA1,SA1,36,296,True,True,128,2.0,128,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,36/SA0,SA0,36,36,False,True,281,3.0,528,0,129,123,0,0,8,0,127,133,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,36/SA1,SA1,36,36,False,True,300,2.0,558,0,146,130,0,0,7,0,140,128,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,360->406/SA1,SA1,360,406,True,True,245,2.0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0
367,360/SA0,SA0,360,360,False,True,522,1.0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0
368,363->409/SA1,SA1,363,409,True,True,259,4.0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0
369,363/SA0,SA0,363,363,False,True,497,1.0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0
370,366->409/SA1,SA1,366,409,True,True,261,2.0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0
371,366/SA0,SA0,366,366,False,True,495,1.0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0
372,369->417/SA1,SA1,369,417,True,True,114,9.0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0
373,369->488/SA0,SA0,369,488,True,True,2,146.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
374,369->489/SA0,SA0,369,489,True,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,369->490/SA0,SA0,369,490,True,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,369->491/SA0,SA0,369,491,True,True,1,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
377,369/SA0,SA0,369,369,False,True,121,1.0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,118,0,0
378,369/SA1,SA1,369,369,False,True,118,9.0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,114,1,0
379,375/SA1,SA1,375,375,False,True,12,20.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,3,6,0,2,5,1
380,376->413/SA1,SA1,376,413,True,True,279,3.0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0
381,376/SA0,SA0,376,376,False,True,487,2.0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0
382,379->413/SA1,SA1,379,413,True,True,233,2.0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0
383,379/SA0,SA0,379,379,False,True,533,3.0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0
384,382->416/SA1,SA1,382,416,True,True,270,3.0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0
385,382/SA0,SA0,382,382,False,True,514,1.0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0
386,385->416/SA1,SA1,385,416,True,True,264,6.0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0
387,385/SA0,SA0,385,385,False,True,520,1.0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0
388,388/SA0,SA0,388,388,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,388/SA1,SA1,388,388,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,389/SA0,SA0,389,389,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,389/SA1,SA1,389,389,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,390/SA0,SA0,390,390,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,390/SA1,SA1,390,390,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,391/SA0,SA0,391,391,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,391/SA1,SA1,391,391,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,392/SA0,SA0,392,392,False,True,1016,1.0,1016,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,393->427/SA1,SA1,393,427,True,True,224,2.0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,53,67,72,72
398,393->432/SA1,SA1,393,432,True,True,18,76.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,9,9,6
399,393->437/SA1,SA1,393,437,True,True,22,6.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,8,2,3,0,3,4
400,393->442/SA1,SA1,393,442,True,True,89,10.0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,15,12,44,15,20,23,23
401,393->443/SA1,SA1,393,443,True,True,79,49.0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,29,25,5,16,4,5,7
402,400/SA1,SA1,400,400,False,True,393,1.0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,115,87,89,0,131,110,105,111
403,404/SA0,SA0,404,404,False,True,257,11.0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0
404,404/SA1,SA1,404,404,False,True,245,2.0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0
405,405/SA1,SA1,405,405,False,True,256,3.0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0
406,406/SA0,SA0,406,406,False,True,266,1.0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0
407,406/SA1,SA1,406,406,False,True,501,2.0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0
408,407/SA0,SA0,407,407,False,True,268,3.0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0
409,407/SA1,SA1,407,407,False,True,261,2.0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0
410,408/SA1,SA1,408,408,False,True,259,4.0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0
411,409/SA0,SA0,409,409,False,True,236,1.0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0
412,409/SA1,SA1,409,409,False,True,520,2.0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0
413,410/SA0,SA0,410,410,False,True,751,2.0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,168,114,119,350,165,157,214,166
414,411/SA0,SA0,411,411,False,True,258,1.0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0
415,411/SA1,SA1,411,411,False,True,233,2.0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0
416,412/SA1,SA1,412,412,False,True,279,3.0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0
417,413/SA0,SA0,413,413,False,True,254,4.0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0
418,413/SA1,SA1,413,413,False,True,512,2.0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0
419,414/SA0,SA0,414,414,False,True,240,4.0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0
420,414/SA1,SA1,414,414,False,True,264,6.0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0
421,415/SA1,SA1,415,415,False,True,270,3.0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0
422,416/SA0,SA0,416,416,False,True,250,1.0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0
423,416/SA1,SA1,416,416,False,True,534,3.0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0
424,417/SA0,SA0,417,417,False,True,118,1.0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0
425,417/SA1,SA1,417,417,False,True,374,7.0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0
426,418/SA0,SA0,418,418,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,418/SA1,SA1,418,418,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,419/SA0,SA0,419,419,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,419/SA1,SA1,419,419,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,42->273/SA1,SA1,42,273,True,True,8,33.0,16,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,42->284/SA1,SA1,42,284,True,True,1,481.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,42->290/SA1,SA1,42,290,True,True,136,6.0,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,42->292/SA1,SA1,42,292,True,True,121,6.0,121,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,42->294/SA1,SA1,42,294,True,True,5,49.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,2,2
435,42->296/SA1,SA1,42,296,True,True,126,6.0,126,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,42->322/SA0,SA0,42,322,True,True,9,62.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,2,2,0
437,42->323/SA1,SA1,42,323,True,True,2,395.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0
438,42/SA0,SA0,42,42,False,True,260,3.0,430,122,0,123,0,0,8,0,0,133,0,8,0,0,0,0,0,0,4,4,1,3,8,5,3,6,2
439,42/SA1,SA1,42,42,False,True,254,6.0,437,136,0,121,0,0,8,0,0,126,0,8,0,0,0,0,0,0,6,5,3,4,7,3,3,4,3
440,420/SA0,SA0,420,420,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,420/SA1,SA1,420,420,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,421/SA0,SA0,421,421,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,421/SA1,SA1,421,421,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,422/SA0,SA0,422,422,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,422/SA1,SA1,422,422,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,423/SA0,SA0,423,423,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,423/SA1,SA1,423,423,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,427->475/SA1,SA1,427,475,True,True,295,3.0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,163,0,0
449,427->477/SA1,SA1,427,477,True,True,252,5.0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,37,170,0
450,427->479/SA1,SA1,427,479,True,True,225,2.0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,18,38,165
451,427->481/SA1,SA1,427,481,True,True,209,6.0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,149,11,25,49
452,427/SA0,SA0,427,427,False,True,27,44.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,5,12
453,427/SA1,SA1,427,427,False,True,592,2.0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,149,181,191,183
454,432->476/SA1,SA1,432,476,True,True,297,3.0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,191,0,0
455,432->478/SA1,SA1,432,478,True,True,255,3.0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,49,173,0
456,432->480/SA1,SA1,432,480,True,True,221,2.0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,28,36,153
457,432->482/SA1,SA1,432,482,True,True,212,3.0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,158,15,22,45
458,432/SA0,SA0,432,432,False,True,2,128.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
459,432/SA1,SA1,432,432,False,True,389,2.0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,158,168,157,146
460,437->488/SA0,SA0,437,488,True,True,189,5.0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,9,40,6,12,25
461,437->489/SA0,SA0,437,489,True,True,157,2.0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,111,0,7,19,1,5,8
462,437->490/SA0,SA0,437,490,True,True,155,16.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,36,107,2,13,4,4,5
463,437->491/SA0,SA0,437,491,True,True,128,3.0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12,15,24,1,7,1,1,2
464,437/SA0,SA0,437,437,False,True,302,2.0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,130,105,99,17,68,11,21,40
465,437/SA1,SA1,437,437,False,True,4,57.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0
466,443/SA0,SA0,443,443,False,True,276,11.0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,110,88,87,16,45,5,14,24
467,443/SA1,SA1,443,443,False,True,18,15.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,2,3,1,2,3
468,446/SA0,SA0,446,446,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,446/SA1,SA1,446,446,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,447/SA0,SA0,447,447,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,447/SA1,SA1,447,447,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,448/SA0,SA0,448,448,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,448/SA1,SA1,448,448,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,449/SA0,SA0,449,449,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,449/SA1,SA1,449,449,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,450/SA0,SA0,450,450,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,450/SA1,SA1,450,450,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,451->522/SA1,SA1,451,522,True,True,110,7.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
479,451->523/SA1,SA1,451,523,True,True,105,9.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0
480,451->524/SA1,SA1,451,524,True,True,111,12.0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
481,451->525/SA1,SA1,451,525,True,True,131,7.0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0
482,451->526/SA1,SA1,451,526,True,True,115,15.0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
483,451->527/SA1,SA1,451,527,True,True,87,15.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0
484,451->528/SA1,SA1,451,528,True,True,89,18.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
485,451->529/SA1,SA1,451,529,True,True,99,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0
486,460->498/SA1,SA1,460,498,True,True,263,6.0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0
487,460->499/SA0,SA0,460,499,True,True,255,2.0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
488,460/SA1,SA1,460,460,False,True,523,1.0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0
489,463->500/SA1,SA1,463,500,True,True,241,1.0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0
490,463->501/SA0,SA0,463,501,True,True,236,6.0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0
491,463/SA1,SA1,463,463,False,True,504,1.0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0
492,466->502/SA1,SA1,466,502,True,True,266,4.0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,136,0,0
493,466->504/SA1,SA1,466,504,True,True,250,3.0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,31,179,0
494,466->506/SA1,SA1,466,506,True,True,203,2.0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,20,39,133
495,466->508/SA1,SA1,466,508,True,True,204,3.0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,141,6,19,49
496,466->511/SA1,SA1,466,511,True,True,178,5.0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,12,29,2,12,20
497,466->513/SA1,SA1,466,513,True,True,152,2.0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,100,0,8,20,1,7,9
498,466->515/SA1,SA1,466,515,True,True,161,18.0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,113,3,16,2,4,5
499,466->517/SA1,SA1,466,517,True,True,156,8.0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,11,17,35,4,8,0,1,3
500,466/SA0,SA0,466,466,False,True,49,16.0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,9,20,13,8,13,7
501,475/SA0,SA0,475,475,False,True,12,44.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0
502,476/SA0,SA0,476,476,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,477/SA0,SA0,477,477,False,True,7,44.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0
504,478/SA0,SA0,478,478,False,True,1,748.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
505,479/SA0,SA0,479,479,False,True,14,44.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
506,480/SA0,SA0,480,480,False,False,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,481/SA0,SA0,481,481,False,True,7,137.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,2
508,482/SA0,SA0,482,482,False,True,1,128.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509,483->510/SA1,SA1,483,510,True,True,129,11.0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,8,24,2,8,10
510,483->512/SA1,SA1,483,512,True,True,123,22.0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,0,6,16,1,4,7
