fault_id,fault,fault_type,source,location,is_branch,first_detecting_vector,detecting_vector_count,total_po_mismatches,detected
972,874/SA0,SA0,874,874,False,,0,0,False
973,874/SA1,SA1,874,874,False,,0,0,False
974,878/SA0,SA0,878,878,False,,0,0,False
975,878/SA1,SA1,878,878,False,,0,0,False
976,879/SA0,SA0,879,879,False,,0,0,False
977,879/SA1,SA1,879,879,False,,0,0,False
978,88/SA0,SA0,88,88,False,5.0,193,254,True
979,880/SA0,SA0,880,880,False,,0,0,False
980,880/SA1,SA1,880,880,False,,0,0,False
981,89/SA1,SA1,89,89,False,1.0,408,408,True
982,90/SA1,SA1,90,90,False,3.0,398,398,True
983,91->301/SA1,SA1,91,301,True,6.0,240,240,True
984,91->302/SA0,SA0,91,302,True,9.0,282,282,True
985,91->332/SA1,SA1,91,332,True,4.0,120,120,True
986,91->502/SA1,SA1,91,502,True,39.0,12,15,True
987,91/SA0,SA0,91,91,False,1.0,536,685,True
988,91/SA1,SA1,91,91,False,2.0,488,623,True
989,96->301/SA1,SA1,96,301,True,9.0,282,282,True
990,96->302/SA0,SA0,96,302,True,6.0,240,240,True
991,96->333/SA1,SA1,96,333,True,4.0,118,118,True
992,96->504/SA1,SA1,96,504,True,144.0,11,11,True
993,96/SA0,SA0,96,96,False,1.0,494,627,True
994,96/SA1,SA1,96,96,False,2.0,530,659,True
