vector_id, input_vector                                                , PO_388, PO_389, PO_390, PO_391, PO_418, PO_419, PO_420, PO_421, PO_422, PO_423, PO_446, PO_447, PO_448, PO_449, PO_450, PO_767, PO_768, PO_850, PO_863, PO_864, PO_865, PO_866, PO_874, PO_878, PO_879, PO_880
      486, 001101100101001100110010001011111110101101101001111111100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      487, 010010011100101010110010011000011001110110010111010111111100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0
      488, 111011000010101111100101000111000010100111100011101001100010,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      1,      1
      489, 111100001111110010010100100100111110000111011010011111001001,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      490, 001000000110111001100110111000001001001011000100110111110110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      1,      1,      1
      491, 111111101111100011111000110000101000011101100001101010110011,      0,      1,      0,      1,      1,      0,      1,      0,      1,      0,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      1,      1,      1
      492, 111001010010110001100100110010010010000010010010010100000011,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1
      493, 100110110101011101111110011010110100101101000011000100001111,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      0,      0,      1,      0,      0,      0,      1,      1
      494, 000101111011011110110010001010110001110110101110011111110010,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      495, 100000001011001110000111001100000111010011110111101100010111,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1
      496, 001110111111001010011110011110011011011001010000111010101111,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      0
      497, 000011001000011111101001111111001000010011110001010001011000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      1,      1
      498, 110001100000011100101010011011000110110100100010101000000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      1
      499, 000100010111110110110001000011011100001000000000011100100011,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      1,      1,      1
      500, 100101011010000001001100111001010011111101010101111101011010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      1,      1
      501, 100111110101111010001110101111001011001101100101111001110111,      0,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1
      502, 000110000101001011001110100101001010000111010100000000110010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      0,      0,      0
      503, 101010110100001000010000101011110111111010100101110010100100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1
      504, 100111001001111111001111000110001100101000110110000101110111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      1,      0,      0,      1,      0,      1,      1,      0,      1,      0,      1,      1
      505, 111000100100011011000001011111100110001011011001100000000110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0
      506, 101100101111111010011111001100000000101110110000111001110110,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      1,      1,      1
      507, 000110110011100100010101010110011111100010001011101111111101,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      508, 100101101001011000011010000000110110011100100010111010110011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      1
      509, 110110010000101100011101110111001100011011001011110011011110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1
      510, 011110010011111111111111011011110010101100111011001110101000,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      511, 110000111010101001010100101000110110011111111000010110100100,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1
      512, 000110101011111100001011011111010101001011111010000010000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1
      513, 111000111010100110011010101110001110111011010000010110011111,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1
      514, 101000001110101001000011000001111000101100100000100100100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1
      515, 100100001111011110011100100100011010101111011000011111101011,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      516, 010011110010111110110000111111111101100010101100101111111101,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1
      517, 100111001101001111011000101110011001010011110111111001001111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1
      518, 010100101001011110010011000101000110000100001100000101000010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1
      519, 001110111101000100101111101110110011101101111011101110100111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      520, 110010010111110000000111000010011010011111001111111111001100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      0
      521, 111111010010110111011000100111101000100101110001100100011100,      1,      0,      0,      0,      1,      0,      0,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1
      522, 101000001001001000111111010100110010100101110001000001111010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0
      523, 110001000110001111100001011101011111011000110011000111010110,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      1,      1,      0,      1
      524, 000011000100001111011101100000010111110000100110100001110010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      0,      0,      0
      525, 001111010010110110001011000100010111011110101000001101000101,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      526, 110110111101011011101100111001001001001000010010010000110011,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      1,      0,      1
      527, 111001101000111110110111000010011011010011011111010001111111,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      1,      0,      0,      1,      1,      0
      528, 011100111001000001110011001001000001001101100110100011110000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0
      529, 101101000000111100111011111011000101101000111001001001111101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1
      530, 000111011011011000010111011000001000011101000110011110011010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      0,      1,      0
      531, 111110000011100010101010111011100100001101010010000010111010,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0
      532, 111011000011100101110101100101000001010101000110010110000001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0,      1,      1,      1
      533, 100011111110010001110111010000000010001100101000110110000010,      0,      0,      1,      1,      0,      1,      1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1
      534, 100110111010011111011000110100000100101101101110100110100000,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      1,      1
      535, 100110101001100100010001011010101110111011111000011011110011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      536, 100001011010100011110010110101010100010111000000010011110000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1,      0,      1,      1
      537, 111010001000010001110000001110000001010010011011100011000010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
      538, 111001100011000110001000011111001000111001101111111001100000,      0,      1,      0,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      1,      1
      539, 100110011011110101001110001111001010011100010110101110001010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      1,      1,      0,      0,      0,      1,      1,      0,      1,      0,      0,      0
      540, 110011110111011110000010010110001101110100111101110101110111,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      541, 000011000011011001001111100010011011011010000011000011110001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0
      542, 101000101100111101010100000110000001010010001000110110101011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      0,      1,      0,      0
      543, 001011101011101101010011000001101001001011010101110101111111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      1,      0
      544, 111001110010101110111011011100000101011101001000110101010110,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      1,      1,      1,      0
      545, 010001001011011001011111111100100110100001000010110111010111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1
      546, 100010000100000111100111110001100100101001000010110010111101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      1,      1,      1
      547, 011100010000100101001100010101100110010001000100011001100000,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      1,      1,      1,      1
      548, 111011100000010101100100001111111101011011001111010110010010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      0
      549, 110110011101010111101111110001110110101101100010011101010110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      550, 101011011101000010110011100000011101001011100011010000100110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1
      551, 011111010100111010010010111011010110011110111110011101011001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      552, 010101000000001001000011111110110111011100011111111111111110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      553, 100101111001101101011110001010101011001101110000010000000000,      1,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      0,      1,      0,      1,      0,      0,      0,      0,      0
      554, 010111111110110101010111110101010011111001110101100010111110,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0
      555, 011011011011000010010001000010011101110000111100010010010100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0
      556, 100011110100011010111000001001101000011000100110111111101011,      0,      1,      1,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      0,      1,      0,      1
      557, 101110110011101000101000100010001011011100000010001101110100,      0,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0
      558, 010001100011011011110010100001001101010111000010000001001111,      0,      1,      0,      1,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      0,      1,      1,      0,      0,      1,      0,      1,      1,      1,      0,      0
      559, 111110101100111000111110111010111010101111111100001100111000,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      560, 000101111101001110101011000100010000001010001001101011100101,      1,      1,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      1,      0,      0
      561, 111001011111110101010101101101011000110101101011000111110010,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      1,      0,      1,      1,      0,      1,      1,      1,      1,      0,      0,      0,      1,      1
      562, 110011011011100101110011000000010111000110000000100100000010,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      0
      563, 000010010000100001100001000111100000111001101010101111100101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1
      564, 001000100000100000100100100010110100000001111000110001100111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0,      1
      565, 000101011011000001011001010010010111011011110011111000011110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1
      566, 101100101011000000001000001010100010010110011100101111110001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      0,      1,      1,      0,      0
      567, 010110000001111111101011001000111101100000110110110100010110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      1,      1,      1,      0
      568, 110100011001001101111101001110001110010100101000110010010011,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1
      569, 011010101000110111110101100001111111100101100100001110111010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      570, 110101101000110110011000110110000011101101000110111001101100,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      571, 010110101101000010000100100101000001011010111110000101101101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      0,      1
      572, 010010110111111010001111101110110010101010001100111101011110,      0,      0,      0,      0,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      573, 110000010100111000111010111010101110111110111010001111001100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1
      574, 101110011100001101001010010111101001101011010100101001001100,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1
      575, 110100110001001010000011101011000000100000111111101111111110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      1,      1
      576, 010110100001011000000000101110100110101011101011110011010110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      0,      1
      577, 001011101000010110010101101101111111100001010101111110011100,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      578, 111001101000010110101100010010100111110111000111010110111011,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1,      0
      579, 110111001011101110100001100011001110000111111110010010101010,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1
      580, 010110000011100110001010110101000010111011111101001000010000,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0
      581, 101110100110000001110010000001100111101110000111100010010011,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0
      582, 010000110111101000111010011011010000010111111001011111000101,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1,      1,      1
      583, 100111011111100111000111100010100100101101010101000000000011,      1,      0,      0,      0,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0
      584, 110100010110111101001111101110111100011011110011000100001101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      0,      0,      1,      1,      0,      0,      1,      0
      585, 110010100110110000001011110111010010001110000001101010000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      0
      586, 010100110000111110101001001011100001000100110001011010000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      587, 011111100000001111010000101111001101111001111110110110111101,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      588, 010010001110010111111010100000111001110011100000110111010111,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      0,      0,      1,      1,      1
      589, 010000101010101111100100111101000001000001010101111100100100,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      0,      1,      1
      590, 011000001101101111101100001010111101110000011011101001000110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1
      591, 010100001101110010100000011011001111010111001000110011000101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      592, 100111001011001111110001100100011101000101000010111011000010,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1
      593, 111110001000001001001100011010101001001000010011100011001111,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      0,      0,      1,      1,      0,      1,      0,      1,      0,      0,      1,      0,      0,      1
      594, 010100001101100010101101010001100001111100010110001111111011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      1,      0,      0,      0
      595, 111101001101110000001001010100101001111101110001011011010010,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      596, 111000001010101001010001111111011010110111111010001011010001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      1,      0,      1,      0,      1,      1,      1,      1
      597, 011110010011010111001010001111100111000001101010101110100101,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      598, 100111101011101100010111000001101101001101011101010111111101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      599, 001001011101010011001001100100011111010100110110101101001001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1
      600, 111001001100100111110110111000101011001001010000011111110100,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      1,      1
      601, 100110100101010001100001111111010100101110101011110001101101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      602, 011001011010111001110001011100110001101110101100001100001001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1,      0,      1
      603, 010101100101000010100100010100011011000000111100001111100010,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      0,      1,      0,      1,      1
      604, 100111100100000011111101111000110101101110101000001011110010,      0,      1,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      1,      1,      1
      605, 011111100100100111011000111100110110001000110100111000001100,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      1,      1
      606, 101100111101010100000001110111111000001001010100111100100100,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      0,      1,      0,      1,      1
      607, 001011110111111000100011100100111001110111101001000011101111,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0
      608, 110101001110001100100110111010111110100000000101101010111101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1
      609, 011000011101001111101001010101000100101111111010111100001101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      610, 011000100111111110010010111000010110111110101001001111100101,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      611, 010010111110010111000101000101101101000101011010111110111010,      0,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      0
      612, 010110100000000101110000110111000101011011110001101101000000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1
      613, 010110101111011111111010000010011111010010001111111001110111,      0,      0,      0,      1,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
      614, 100011111001001000100011010110100101011010110011110110100111,      0,      0,      1,      0,      0,      1,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1
      615, 011101111111000111101010111111101000011111001111000000101110,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0
      616, 101111010011011010000001100101110100010111101011001100111011,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      0
      617, 110011101010000100011010111001101110011101011010101110010111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1
      618, 010101010001110000110100110100101001010010010011010110011110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      0,      1,      1,      0,      1,      1,      0,      1
      619, 111111101100111010100100111001111100001001010110011001001111,      0,      1,      0,      0,      1,      0,      1,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      1,      1,      1,      1,      1
